営業者氏名,郵便番号,営業所所在地,営業所所在地ビル名,営業所電話番号,屋号,業種,業態,指令番号県記号,指令番号発令記号,指令番号（許可番号）,許可終了日,許可・交付日,初年度許可・交付日
株式会社１＆Ｄ,819-0367,福岡市西区西都一丁目９番３６号,,092-805-4129,ワンカルビ九大学研都市駅前店,食肉販売業,一般,福,西保衛,32330002,2026/6/30,2020/4/24,2020/4/24
三菱電機ライフサービス株式会社,819-0374,福岡市西区千里１１１番地１,,092-807-0611,筑前高校食堂,飲食店営業,一般食堂,福,西保衛,31010124,2026/6/30,2020/4/24,2020/4/24
,812-0064,福岡市東区松田一丁目３番２０号,,,花市場食堂,飲食店営業,一般食堂,福,東保衛,32010020,2026/6/30,2020/4/27,2020/4/27
株式会社慶州,813-0017,福岡市東区香椎照葉五丁目１番１５号,,092-661-7350,焼肉慶州　照葉店,食肉販売業,一般,福,東保衛,32330006,2026/6/30,2020/4/27,2020/4/27
,812-0026,福岡市博多区上川端町１０番２５５号,ロイズ博多　１Ｆ・２Ｆ,092-273-1129,はかたの桜華　本店,食肉販売業,一般,福,博保衛,32330010,2026/6/30,2020/4/27,2020/4/27
,812-0039,福岡市博多区冷泉町１番８号,１Ｆ,092-600-4648,大名カレー中村屋,飲食店営業,一般食堂,福,博保衛,32010031,2026/6/30,2020/4/27,2020/4/27
株式会社　匠フーズ,812-0857,福岡市博多区西月隈三丁目３番５５号,,092-414-2525,介護付有料老人ホーム　山ぼうし,飲食店営業,一般食堂,福,博保衛,32010038,2026/6/30,2020/4/27,2020/4/27
,810-0801,福岡市博多区中洲四丁目１番１０号,内山第４５ビル　５階　全号室,092-402-2988,ＡＣＨＩＥＶＥ,飲食店営業,バー,福,博保衛,32010026,2026/6/30,2020/4/27,2020/4/27
株式会社　１＆Ｄ,812-0044,福岡市博多区千代一丁目２番１号,ＢＲＡＮＣＨ博多パピヨンガーデン,092-632-4129,ワンカルビ　パピヨンガーデン店,食肉販売業,一般,福,博保衛,32330012,2026/6/30,2020/4/27,2020/4/27
株式会社　１＆Ｄ,810-0801,福岡市博多区中洲四丁目６番１２号,プラート中洲　４階,092-291-3329,ワンカルビＰＲＥＭＩＵＭ　中洲,食肉販売業,一般,福,博保衛,32330011,2026/6/30,2020/4/27,2020/4/27
ジー・エモーション株式会社,810-0044,福岡市中央区六本松三丁目８番４号,,092-707-1029,肉のだるま,食肉販売業,一般,福,中保衛,32330015,2026/6/30,2020/4/27,2020/4/27
株式会社ふく処油山山荘,810-0002,福岡市中央区西中洲４番３号,ＡＴＥ西中洲ビル２０１号,092-731-1071,油山山荘　檸,食肉販売業,一般,福,中保衛,32330012,2026/6/30,2020/4/27,2020/4/27
株式会社小林商店,810-0074,福岡市中央区大手門一丁目８番１４号,,092-726-0012,博多水炊き専門　橙,食肉販売業,一般,福,中保衛,32330014,2026/6/30,2020/4/27,2020/4/27
株式会社小林商店,810-0074,福岡市中央区大手門一丁目８番１４号,,092-726-0012,博多水炊き専門　橙,そうざい製造業,なし,福,中保衛,32570002,2026/6/30,2020/4/27,2020/4/27
,810-0073,福岡市中央区舞鶴一丁目８番２号,オベリスク天神Ｂ１Ｆ,092-735-2074,博多もつ鍋　玄海庵,飲食店営業,一般食堂,福,中保衛,32010046,2026/6/30,2020/4/27,2020/4/27
,810-0021,福岡市中央区今泉一丁目１８番２４号,天神南ハイツ１Ｆ　Ａ,092-741-1856,味鍋　味味,食肉販売業,一般,福,中保衛,32330028,2026/6/30,2020/4/27,2020/4/27
,810-0035,福岡市中央区梅光園二丁目６番１０号,,092-732-3929,焼肉　清香園梅光園店,食肉販売業,一般,福,中保衛,32330021,2026/6/30,2020/4/27,2020/4/27
株式会社ＪＡＣＫ,810-0023,福岡市中央区警固一丁目６番５号,,092-741-0787,ＢＡＲ　ＪＡＣＫ／けんちゃん弁当,飲食店営業,弁当屋,福,中保衛,32010054,2026/6/30,2020/4/27,2020/4/27
,810-0041,福岡市中央区大名二丁目２番４７号,小野ビル２Ｆ,092-714-0232,雄屋,飲食店営業,一般食堂,福,中保衛,32010052,2026/6/30,2020/4/27,2020/4/27
,810-0021,福岡市中央区今泉一丁目１８番４２号,,092-716-7700,雄屋　わさび,飲食店営業,一般食堂,福,中保衛,32010051,2026/6/30,2020/4/27,2020/4/27
,810-0075,福岡市中央区港二丁目１１番２２号,ポセイドンビル２Ｆ,092-515-0491,積,食肉販売業,一般,福,中保衛,32330020,2026/6/30,2020/4/27,2020/4/27
,810-0012,福岡市中央区白金一丁目１番２７号,,092-531-3829,とり錦,食肉販売業,一般,福,中保衛,32330027,2026/6/30,2020/4/27,2020/4/27
株式会社慶州,810-0003,福岡市中央区春吉三丁目３番３号,,092-736-3411,慶州春吉店,食肉販売業,一般,福,中保衛,32330026,2026/6/30,2020/4/27,2020/4/27
株式会社アエナリア,810-0021,福岡市中央区今泉一丁目２番８号,ＡＮＤＯＮ１Ｂ号室,092-713-5077,グリリア・ディ・ガエターノ,食肉販売業,一般,福,中保衛,32330013,2026/6/30,2020/4/27,2020/4/27
株式会社ジェイ．アーク,810-0041,福岡市中央区大名二丁目１番４１号,,050-3476-6422,博多　弁天堂,食肉販売業,一般,福,中保衛,32330022,2026/6/30,2020/4/27,2020/4/27
株式会社ジェイ．アーク,810-0041,福岡市中央区大名二丁目２番２号,後藤ビル１Ｆ,050-3476-2293,博多　表邸,食肉販売業,一般,福,中保衛,32330023,2026/6/30,2020/4/27,2020/4/27
株式会社柳川屋,810-0003,福岡市中央区春吉三丁目１６番５号,,092-716-2990,金蔦,食肉販売業,一般,福,中保衛,32330025,2026/6/30,2020/4/27,2020/4/27
,810-0004,福岡市中央区渡辺通一丁目９番３号,一丁目ビル１０２,092-707-1229,居酒屋　釜山亭,食肉販売業,一般,福,中保衛,32330024,2026/6/30,2020/4/27,2020/4/27
株式会社ＧＷＳ,810-0021,福岡市中央区今泉二丁目４番２３号,ぴっぴーハウス１Ｆ,092-753-8885,天神みつます,飲食店営業,一般食堂,福,中保衛,32010057,2026/6/30,2020/4/27,2020/4/27
株式会社セイレン,810-0041,福岡市中央区大名一丁目９番１５号,井原共同ビル１Ｆ,092-715-7575,焼肉　蓮,食肉販売業,一般,福,中保衛,32330016,2026/6/30,2020/4/27,2020/4/27
株式会社１＆D,810-0001,福岡市中央区天神二丁目３番２４号,天神ルーチェビル６Ｆ,092-752-4129,ワンカルビＰＲＥＭＩＵＭ天神,食肉販売業,一般,福,中保衛,32330017,2026/6/30,2020/4/27,2020/4/27
株式会社１＆D,810-0021,福岡市中央区今泉一丁目２２番１８号,アクロスキューブ天神南７Ｆ,092-751-4129,ワンカルビＰＲＥＭＩＵＭ天神今泉,食肉販売業,一般,福,中保衛,32330018,2026/6/30,2020/4/27,2020/4/27
,810-0041,福岡市中央区大名二丁目１２番１５号,赤坂セブンビル１F,092-753-8829,黒豚しゃぶしゃぶあじと赤坂店,飲食店営業,一般食堂,福,中保衛,32010062,2026/6/30,2020/4/27,2020/4/27
,811-1362,福岡市南区長住二丁目１８番９号,ルネッサンス長住１０１号室,,焼鳥　長住,飲食店営業,一般食堂,福,南保衛,31010174,2026/6/30,2020/4/27,2020/4/27
有限会社山田ビル,815-0075,福岡市南区長丘一丁目１５番８号,,092-231-8208,ミュージックステージ　貴秀,飲食店営業,一般食堂,福,南保衛,32010012,2026/6/30,2020/4/27,2020/4/27
,813-0043,福岡市東区名島二丁目３５番３３号,,,ナジカフェ,飲食店営業,一般食堂,福,東保衛,32010021,2026/6/30,2020/4/28,2020/4/28
,811-0212,福岡市東区美和台三丁目４番７号,,092-608-4421,カラオケ ラウンジ 花扇,飲食店営業,一般食堂,福,東保衛,31010239,2026/6/30,2020/4/28,2020/4/28
,812-0018,福岡市博多区住吉四丁目１５番４号,西実ビル　１Ｆ,092-481-2212,おれんじ,飲食店営業,バー,福,博保衛,32010034,2026/6/30,2020/4/28,2020/4/28
株式会社　Ｎｅｗ　Ｏｒｄｅｒ,812-0013,福岡市博多区博多駅東二丁目３番２９号,東福博多駅東ビル　１Ｆ　１０４号,092-710-4788,大衆酒場ちょうすけ,飲食店営業,一般食堂,福,博保衛,31010896,2026/6/30,2020/4/28,2020/4/28
株式会社　ＧＦＣ,812-0013,福岡市博多区博多駅東二丁目４番８号,ニタビルディング　２Ｆ,092-477-6317,とり酒場,飲食店営業,一般食堂,福,博保衛,32010050,2026/6/30,2020/4/28,2020/4/28
,810-0801,福岡市博多区中洲三丁目４番６号,多門ビル’８３　６階　Ｈ号室,092-272-5050,スナック　Ｌ,飲食店営業,バー,福,博保衛,32010046,2026/6/30,2020/4/28,2020/4/28
株式会社　カラクリ,810-0801,福岡市博多区中洲四丁目１番１５号,中洲摩耶ビル　２階　２号室,,アニメバー　ランカ,飲食店営業,バー,福,博保衛,32010024,2026/6/30,2020/4/28,2020/4/28
株式会社　ジオ,810-0801,福岡市博多区中洲四丁目２番１５号,メインストリートビル　２階,092-281-1177,水炊き凡,食肉販売業,一般,福,博保衛,32330008,2026/6/30,2020/4/28,2020/4/28
株式会社ティーケーピー,810-0041,福岡市中央区大名一丁目９番３９号,アパホテル福岡天神西１Ｆ,092-720-6786,ティーケーピー　ミーティングカフェ,飲食店営業,旅館,福,中保衛,32010030,2026/6/30,2020/4/28,2020/4/28
株式会社アキナイ,810-0001,福岡市中央区天神二丁目１１番１号,福岡パルコ本館Ｂ１Ｆ,092-235-7376,うみの食堂,飲食店営業,一般食堂,福,中保衛,31011104,2026/6/30,2020/4/28,2020/4/28
,810-0042,福岡市中央区赤坂二丁目２番１号,高木ビル１Ｆ,092-406-2553,ビストロ・バビロン,飲食店営業,一般食堂,福,中保衛,31010948,2026/6/30,2020/4/28,2020/4/28
,814-0003,福岡市早良区城西一丁目９番２９号,ハイツ城西　１０１号,,スナック　マリー,飲食店営業,バー,福,早保衛,32010007,2026/6/30,2020/4/28,2020/4/28
株式会社Ｈｏｍｉｅ,813-0062,福岡市東区松島五丁目２９番２０号,,092-624-3135,博多ラーメンセンターバリはや,飲食店営業,一般食堂,福,東保衛,32010016,2026/6/30,2020/4/30,2020/4/30
有限会社　都,812-0038,福岡市博多区祇園町４番６８号,,092-271-7484,都,食肉販売業,一般,福,博保衛,32330014,2026/6/30,2020/4/30,2020/4/30
株式会社　娜晤,812-0011,福岡市博多区博多駅前三丁目１７番１７号,,092-481-0115,釜山亭,そうざい製造業,なし,福,博保衛,32570002,2026/6/30,2020/4/30,2020/4/30
,812-0871,福岡市博多区東雲町三丁目４番２６号,グランデ東雲　１Ｆ　１０２号,,はなのさと,飲食店営業,一般食堂,福,博保衛,32010020,2026/6/30,2020/4/30,2020/4/30
,810-0801,福岡市博多区中洲二丁目１番１１号,プレイスポット新橋ビル　地下２階,092-262-4455,ＤａｒｔｓＢａｒＬｉｎｅ,飲食店営業,バー,福,博保衛,32010059,2026/6/30,2020/4/30,2020/4/30
株式会社　ビッグネクスト,810-0801,福岡市博多区中洲二丁目６番２３号,コウフクビル　１階　６号,092-710-6469,Ｎｏｍｉａｉ・Ｄｏｋｏｒｏ　ノック,飲食店営業,バー,福,博保衛,32010056,2026/6/30,2020/4/30,2020/4/30
,812-0895,福岡市博多区竹下四丁目１４番１０号,,,スナック　じゃむ。,飲食店営業,バー,福,博保衛,32010055,2026/6/30,2020/4/30,2020/4/30
,810-0801,福岡市博多区中洲二丁目６番７号,エレガンスビル　１階　１０２号・１０３号・１０６号・１０７号,092-282-6226,ＧＲＡＮＤ　ＢＡＲ,飲食店営業,バー,福,博保衛,32010054,2026/6/30,2020/4/30,2020/4/30
株式会社　えんホテルトラッド,812-0018,福岡市博多区住吉三丁目１２番１号,えん博多ビル　１Ｆ,092-710-7675,Ｄｉｎｉｎｇ　ＴＲＡＤ,飲食店営業,一般食堂,福,博保衛,32010060,2026/6/30,2020/4/30,2020/4/30
株式会社　ＳＡＫＵ,812-0033,福岡市博多区大博町７番１２号,ベルコモンズ大博　１Ｆ　１０２号,,ＰＯＮ　Ｑ　ＰＯＮ,菓子製造業,一般,福,博保衛,32050004,2026/6/30,2020/4/30,2020/4/30
株式会社王餃子,810-0801,福岡市博多区中洲二丁目５番９号,三田ビル　１階全室,092-291-2249,王餃子,飲食店営業,中華店,福,博保衛,32010039,2026/6/30,2020/4/30,2020/4/30
株式会社三信,810-0025,福岡市中央区薬院伊福町１０番,プチパレット浄水１Ｆ,092-531-5111,ローソン福岡薬院伊福町店,飲食店営業,一般食堂,福,中保衛,31011084,2026/6/30,2020/4/30,2020/4/30
株式会社イーデザイン,810-0022,福岡市中央区薬院三丁目１１番３０号,エステートモア薬院通り１０３号,092-791-8662,パスタバル　スプーニャ　薬院,飲食店営業,一般食堂,福,中保衛,32010055,2026/6/30,2020/4/30,2020/4/30
コジコ株式会社,810-0011,福岡市中央区高砂二丁目７番１号,,092-524-5520,セブン‐イレブン福岡高砂２丁目店,飲食店営業,一般食堂,福,中保衛,32010071,2026/6/30,2020/4/30,2020/4/30
株式会社Ｔｏｎｋｏｙａ　Ｃｏｍｐａｎｙ,810-0021,福岡市中央区今泉一丁目１２番８号,天神ＱＲビル２Ｆ,092-406-9288,とんこや今泉店,食肉販売業,一般,福,中保衛,32330030,2026/6/30,2020/4/30,2020/4/30
株式会社Ｔｏｎｋｏｙａ　Ｃｏｍｐａｎｙ,810-0021,福岡市中央区今泉一丁目１２番８号,天神ＱＲビル２Ｆ,092-406-9288,とんこや今泉店,魚介類販売業,一般,福,中保衛,32130008,2026/6/30,2020/4/30,2020/4/30
,810-0041,福岡市中央区大名一丁目１３番１２号,ことうビル１Ｆ,092-738-3253,宵酔,飲食店営業,一般食堂,福,中保衛,32010076,2026/6/30,2020/4/30,2020/4/30
,815-0041,福岡市南区野間一丁目５番５号,池田ビル２Ｆ,092-562-1300,Ｄａｒｔｓ　Ｂａｒ　Ｓ’ｚ,飲食店営業,一般食堂,福,南保衛,32010014,2026/6/30,2020/4/30,2020/4/30
株式会社ＷＡ＆ＫＡコーポレーション,819-0054,福岡市西区上山門二丁目１番１８号,,092-891-6040,大地のうどん　本店,飲食店営業,うどん屋,福,西保衛,32010013,2026/6/30,2020/4/30,2020/4/30
株式会社プロスパーダイニング,813-0017,福岡市東区香椎照葉六丁目６番１号,アイランド・アイＢ棟,092-410-3955,ｆｒｕｉｔ＆ｓａｎｄｗｉｃｈ Ｃａｆé ３-５-８,食肉販売業,一般,福,東保衛,32330007,2026/6/30,2020/5/1,2020/5/1
株式会社プロスパーダイニング,813-0017,福岡市東区香椎照葉六丁目６番１号,アイランド・アイＢ棟,092-410-3955,ｆｒｕｉｔ＆ｓａｎｄｗｉｃｈ Ｃａｆé ３-５-８,魚介類販売業,一般,福,東保衛,32130001,2026/6/30,2020/5/1,2020/5/1
株式会社ＳｍｉｌｅＦｏｏｄ,810-0001,福岡市中央区天神四丁目３番２５号,Ｅ＆Ｙビル２Ｆ,050-5434-4450,博多水炊　大和,食肉販売業,一般,福,中保衛,32330031,2026/6/30,2020/5/1,2020/5/1
,810-0004,福岡市中央区渡辺通五丁目１５番８号,池田コーポ１０１号,092-753-8312,山下ワイン食道,飲食店営業,一般食堂,福,中保衛,31010974,2026/6/30,2020/5/1,2020/5/1
株式会社レアルダイニングオフィス,810-0016,福岡市中央区平和三丁目２番２４号,,092-737-7850,赤坂　とり川／豚やかつ匠／にくや肉壱／カレーの肉壱／お重の萬屋,飲食店営業,弁当屋,福,中保衛,32010059,2026/6/30,2020/5/1,2020/5/1
ＩＭＤ　Ａｌｌｉａｎｃｅ株式会社,810-0023,福岡市中央区警固三丁目１３番６号,,092-735-7766,ＡＵＴＨＥＮＴＩＣ　ＬＩＶＩＮＧ　ＢＵＴＣＨＥＲ,食肉販売業,一般,福,中保衛,32330032,2026/6/30,2020/5/1,2020/5/1
ＩＭＤ　Ａｌｌｉａｎｃｅ株式会社,810-0014,福岡市中央区平尾五丁目１１番３号,,092-524-5777,鮨　麻生　平尾山荘,魚介類販売業,一般,福,中保衛,32130009,2026/6/30,2020/5/1,2020/5/1
※（广に黄）津工業株式会社,810-0023,福岡市中央区警固二丁目１６番８号,ＬＯＣＲＡＳ－ＫＥＧＯ２階,,鉄板焼　お好み焼き　ＡｎＯｎｅ,飲食店営業,一般食堂,福,中保衛,32010070,2026/6/30,2020/5/1,2020/5/1
,810-0012,福岡市中央区白金一丁目４番１４号,原ビル１階,092-526-4582,赤間茶屋　あ三五,めん類製造業,一般,福,中保衛,32550001,2026/6/30,2020/5/1,2020/5/1
株式会社快活フロンティア,810-0021,福岡市中央区今泉一丁目２３番１１号,ａｕｎｅ天神４Ｆ,092-738-2488,快活ＣＬＵＢ福岡天神駅南口店,飲食店営業,一般食堂,福,中保衛,31011105,2026/6/30,2020/5/1,2020/5/1
,811-1346,福岡市南区老司一丁目２７番６号,ブランシェ新明１Ｆ,092-565-8181,カラオケステージ　りん,飲食店営業,バー,福,南保衛,32020001,2026/6/30,2020/5/1,2014/5/30
イオン九州株式会社,814-0132,福岡市城南区干隈二丁目４２番1号,,092-871-2882,マックスバリュエクスプレス干隈店,飲食店営業,弁当屋,福,城保衛,32010002,2026/6/30,2020/5/1,2020/5/1
,814-0011,福岡市早良区高取二丁目１２番６号,,,和飯屋　うたの,飲食店営業,一般食堂,福,早保衛,32010012,2026/6/30,2020/5/1,2020/5/1
,813-0003,福岡市東区香住ケ丘六丁目４番６号,,092-673-6252,もつ鍋 たく味,食肉販売業,一般,福,東保衛,32330008,2026/6/30,2020/5/7,2020/5/7
株式会社　かな川グループ,812-0014,福岡市博多区比恵町１番４号,１Ｆ,092-402-1786,はる,飲食店営業,一般食堂,福,博保衛,32010065,2026/6/30,2020/5/7,2020/5/7
